student_id,full_name,email,dob,hometown,math,literature,english,source_file,error_log,avg_score,rank
SV187,Thi B Unknown,unknown.thib.187@gmail.com,2007-12-06,Nghe An,1.3,7.1,1.6,students_202601191651.txt,,3.33,Yếu
SV188,Thi D Trinh,fake_email_188@not-exist-domain.com,2005-05-22,N/A,7.1,9.1,8.8,students_202601191651.txt,,8.33,Giỏi
SV189,Van A Nguyen,nguyen.vana.189@gmail.com,2002-10-12,Thanh Hoa,6.1,1.0,4.1,students_202601191651.txt,,3.73,Yếu
SV190,Tuan G Dinh,fake_email_190@not-exist-domain.com,2003-06-09,Da Nang,4.8,5.3,6.1,students_202601191651.txt,,5.4,Trung Bình
SV191,Tieu I Trinh,trinh.tieui.191@gmail.com,2001-04-09,Can Tho,6.6,0.4,6.4,students_202601191651.txt,,4.47,Yếu
SV192,Van C Unknown,unknown.vanc.192@gmail.com,2007-10-17,Nghe An,5.3,1.5,3.3,students_202601191651.txt,,3.37,Yếu
SV193,Minh E Unknown,unknown.minhe.193@gmail.com,2001-02-11,Nghe An,3.8,6.6,0.0,students_202601191651.txt,,3.47,Yếu
SV194,Thi D Bui,bui.thid.194@gmail.com,2007-07-26,Nghe An,5.3,7.6,3.9,students_202601191651.txt,,5.6,Trung Bình
SV195,Van C Pham,pham.vanc.195@gmail.com,2003-08-01,Tp.Hcm,2.3,7.8,1.1,students_202601191651.txt,,3.73,Yếu
SV196,Van A Dang,dang.vana.196@gmail.com,2007-10-23,N/A,9.7,6.6,0.2,students_202601191651.txt,,5.5,Trung Bình
SV197,Huu T Tran,tran.huut.197@gmail.com,2002-12-17,Thanh Hoa,0.4,0.1,0.9,students_202601191651.txt,,0.47,Yếu
SV198,Tieu I Tieu,tieu.tieui.198@gmail.com,2005-12-31,Unknown,0.3,4.2,0.0,students_202601191651.txt,,1.5,Yếu
SV199,Thi B Pham,fake_email_199@not-exist-domain.com,2001-05-18,N/A,0.5,5.3,1.2,students_202601191651.txt,,2.33,Yếu
SV200,Thi D Nguyen,fake_email_200@not-exist-domain.com,2006-09-22,Unknown,9.2,7.5,7.7,students_202601191651.txt,,8.13,Giỏi
SV201,Van C Pham,pham.vanc.201@gmail.com,2006-09-18,Can Tho,4.8,4.0,9.0,students_202601191651.txt,,5.93,Trung Bình
SV202,Thi D Tran,fake_email_202@not-exist-domain.com,2002-06-19,N/A,7.1,2.1,4.9,students_202601191651.txt,,4.7,Yếu
SV203,Van A Dinh,fake_email_203@not-exist-domain.com,2000-01-14,Son La,2.8,7.5,0.3,students_202601191651.txt,,3.53,Yếu
SV204,Thi B Dang,dang.thib.204@gmail.com,2001-07-04,Unknown,2.0,1.5,8.5,students_202601191651.txt,,4.0,Yếu
SV205,Van C Dang,dang.vanc.205@gmail.com,2000-05-11,N/A,1.5,6.8,5.2,students_202601191651.txt,,4.5,Yếu
SV206,Van C Unknown,fake_email_206@not-exist-domain.com,2000-04-28,Hai Phong,2.7,4.9,0.0,students_202601191651.txt,,2.53,Yếu
SV207,Duc H Tran,tran.duch.207@gmail.com,2007-06-01,Ha Noi,0.6,1.1,2.6,students_202601191651.txt,,1.43,Yếu
SV208,Thi B Hoang,hoang.thib.208@gmail.com,2006-10-15,Tp.Hcm,9.7,9.8,6.5,students_202601191651.txt,,8.67,Giỏi
SV209,Tuan G Dang,dang.tuang.209@gmail.com,2002-04-17,Hai Phong,8.7,4.4,0.0,students_202601191651.txt,,4.37,Yếu
SV210,Thi B Pham,pham.thib.210@gmail.com,2005-09-05,Da Nang,1.1,3.5,0.0,students_202601191651.txt,,1.53,Yếu
SV211,Van A Hoang,hoang.vana.211@gmail.com,2006-03-15,Hai Phong,6.6,4.2,0.0,students_202601191651.txt,,3.6,Yếu
SV212,Thi B Trinh,fake_email_212@not-exist-domain.com,2005-04-05,Da Nang,0.5,8.1,9.4,students_202601191651.txt,,6.0,Trung Bình
SV213,Duc H Nguyen,nguyen.duch.213@gmail.com,2001-09-01,Thanh Hoa,1.6,8.0,0.6,students_202601191651.txt,,3.4,Yếu
SV214,Van A Hoang,hoang.vana.214@gmail.com,2001-05-26,Hai Phong,9.1,5.0,5.8,students_202601191651.txt,,6.63,Khá
SV215,Ngoc F Pham,pham.ngocf.215@gmail.com,2004-07-09,Ha Noi,7.3,2.7,6.6,students_202601191651.txt,,5.53,Trung Bình
SV216,Duc H Le,fake_email_216@not-exist-domain.com,2003-11-06,Son La,6.5,3.0,3.8,students_202601191651.txt,,4.43,Yếu
SV217,Huu T Unknown,unknown.huut.217@gmail.com,2004-02-02,Nghe An,2.3,3.7,0.4,students_202601191651.txt,,2.13,Yếu
SV218,Duc H Bui,bui.duch.218@gmail.com,2007-01-02,Son La,1.1,2.4,5.1,students_202601191651.txt,,2.87,Yếu
SV219,Ngoc F Tran,tran.ngocf.219@gmail.com,2000-12-23,Tp.Hcm,8.7,6.2,0.0,students_202601191651.txt,,4.97,Yếu
SV220,Huu T Unknown,unknown.huut.220@gmail.com,2004-12-21,Ha Noi,3.1,8.6,2.3,students_202601191651.txt,,4.67,Yếu
SV221,Tieu I Vu,fake_email_221@not-exist-domain.com,2001-07-27,Hai Phong,2.3,8.8,0.0,students_202601191651.txt,,3.7,Yếu
SV222,Tuan G Nguyen,nguyen.tuang.222@gmail.com,2006-07-07,Thanh Hoa,9.8,3.0,5.1,students_202601191651.txt,,5.97,Trung Bình
SV223,Minh E Pham,pham.minhe.223@gmail.com,2005-04-11,Hai Phong,5.5,5.0,0.0,students_202601191651.txt,,3.5,Yếu
SV224,Thi B Dinh,fake_email_224@not-exist-domain.com,2004-08-23,Can Tho,6.5,7.4,7.8,students_202601191651.txt,,7.23,Khá
SV225,Huu T Dinh,fake_email_225@not-exist-domain.com,2003-11-05,Tp.Hcm,2.5,9.7,0.0,students_202601191651.txt,,4.07,Yếu
SV226,Thi D Trinh,trinh.thid.226@gmail.com,2001-07-17,Can Tho,0.9,6.5,1.7,students_202601191651.txt,,3.03,Yếu
SV227,Thi B Le,le.thib.227@gmail.com,2003-08-04,N/A,8.9,1.6,0.0,students_202601191651.txt,,3.5,Yếu
SV228,Tuan G Bui,fake_email_228@not-exist-domain.com,2002-03-14,Thanh Hoa,7.0,0.5,1.8,students_202601191651.txt,,3.1,Yếu
SV229,Van C Pham,fake_email_229@not-exist-domain.com,2004-06-30,Hai Phong,9.5,9.2,3.1,students_202601191651.txt,,7.27,Khá
SV230,Tieu I Unknown,unknown.tieui.230@gmail.com,2004-04-06,Hai Phong,2.1,4.7,7.0,students_202601191651.txt,,4.6,Yếu
SV231,Van A Dinh,dinh.vana.231@gmail.com,2005-05-08,Ha Noi,2.7,3.3,9.3,students_202601191651.txt,,5.1,Trung Bình
SV232,Thi B Unknown,fake_email_232@not-exist-domain.com,2004-04-15,Nghe An,9.6,4.3,0.0,students_202601191651.txt,,4.63,Yếu
SV233,Minh E Bui,fake_email_233@not-exist-domain.com,2007-10-01,Ha Noi,7.3,6.4,9.6,students_202601191651.txt,,7.77,Khá
SV234,Van A Dang,dang.vana.234@gmail.com,2000-04-07,Hai Phong,5.4,3.0,2.4,students_202601191651.txt,,3.6,Yếu
SV235,Thi D Bui,fake_email_235@not-exist-domain.com,2005-06-23,N/A,3.7,6.7,5.6,students_202601191651.txt,,5.33,Trung Bình
SV236,Tuan G Pham,pham.tuang.236@gmail.com,2004-08-02,Tp.Hcm,2.2,1.9,2.3,students_202601191651.txt,,2.13,Yếu
SV237,Van A Nguyen,nguyen.vana.237@gmail.com,2004-06-14,Ha Noi,7.6,8.3,7.0,students_202601191651.txt,,7.63,Khá
SV238,Thi B Pham,pham.thib.238@gmail.com,2006-12-09,Thanh Hoa,7.8,0.8,4.5,students_202601191651.txt,,4.37,Yếu
SV239,Huu T Pham,pham.huut.239@gmail.com,2002-01-07,Can Tho,8.6,7.9,2.6,students_202601191651.txt,,6.37,Trung Bình
SV240,Thi B Tieu,fake_email_240@not-exist-domain.com,2002-05-02,Thanh Hoa,1.9,7.9,5.4,students_202601191651.txt,,5.07,Trung Bình
SV241,Duc H Le,le.duch.241@gmail.com,2000-06-17,Hai Phong,2.9,8.4,7.5,students_202601191651.txt,,6.27,Trung Bình
SV242,Tuan G Le,fake_email_242@not-exist-domain.com,2002-09-17,Hai Phong,9.1,3.1,6.4,students_202601191651.txt,,6.2,Trung Bình
SV243,Thi D Pham,pham.thid.243@gmail.com,2005-11-01,Can Tho,9.2,5.4,2.4,students_202601191651.txt,,5.67,Trung Bình
SV244,Huu T Tran,tran.huut.244@gmail.com,2001-01-15,Tp.Hcm,4.1,3.9,2.2,students_202601191651.txt,,3.4,Yếu
SV245,Thi D Vu,fake_email_245@not-exist-domain.com,2007-10-10,Ha Noi,6.0,6.8,6.1,students_202601191651.txt,,6.3,Trung Bình
SV246,Van A Pham,pham.vana.246@gmail.com,2007-12-11,Da Nang,5.2,0.3,0.0,students_202601191651.txt,,1.83,Yếu
SV247,Van C Trinh,trinh.vanc.247@gmail.com,2002-06-04,Da Nang,1.3,9.9,0.0,students_202601191651.txt,,3.73,Yếu
SV248,Thi B Tieu,tieu.thib.248@gmail.com,2001-06-09,Thanh Hoa,8.9,6.7,3.3,students_202601191651.txt,,6.3,Trung Bình
SV249,Tuan G Dinh,dinh.tuang.249@gmail.com,2000-11-05,Nghe An,0.7,4.5,1.1,students_202601191651.txt,,2.1,Yếu
SV250,Van A Bui,bui.vana.250@gmail.com,2007-03-13,Da Nang,2.5,5.4,1.6,students_202601191651.txt,,3.17,Yếu
SV251,Tuan G Dang,dang.tuang.251@gmail.com,2000-06-18,N/A,6.2,3.3,0.8,students_202601191651.txt,,3.43,Yếu
SV252,Ngoc F Nguyen,nguyen.ngocf.252@gmail.com,2000-02-17,Nghe An,6.7,2.3,5.8,students_202601191651.txt,,4.93,Yếu
SV253,Duc H Tran,tran.duch.253@gmail.com,2007-05-01,N/A,3.9,2.9,5.9,students_202601191651.txt,,4.23,Yếu
SV254,Tuan G Le,le.tuang.254@gmail.com,2005-06-20,Ha Noi,7.1,8.0,8.6,students_202601191651.txt,,7.9,Khá
SV255,Thi D Trinh,fake_email_255@not-exist-domain.com,2001-05-03,Ha Noi,5.6,3.4,0.0,students_202601191651.txt,,3.0,Yếu
SV256,Minh E Hoang,hoang.minhe.256@gmail.com,2002-02-09,Ha Noi,7.7,3.4,9.2,students_202601191651.txt,,6.77,Khá
SV257,Thi D Pham,fake_email_257@not-exist-domain.com,2004-10-06,Tp.Hcm,8.3,1.4,0.4,students_202601191651.txt,,3.37,Yếu
SV258,Thi B Vu,vu.thib.258@gmail.com,2003-06-28,Ha Noi,2.7,4.1,3.9,students_202601191651.txt,,3.57,Yếu
SV259,Huu T Pham,fake_email_259@not-exist-domain.com,2001-08-03,Hai Phong,1.0,3.9,0.0,students_202601191651.txt,,1.63,Yếu
SV260,Tieu I Pham,pham.tieui.260@gmail.com,2000-11-29,Da Nang,7.6,7.6,7.3,students_202601191651.txt,,7.5,Khá
SV261,Van C Nguyen,nguyen.vanc.261@gmail.com,2006-10-15,Nghe An,2.0,0.1,6.7,students_202601191651.txt,,2.93,Yếu
SV262,Tuan G Vu,vu.tuang.262@gmail.com,2004-07-15,Unknown,1.6,7.5,0.0,students_202601191651.txt,,3.03,Yếu
SV263,Duc H Vu,vu.duch.263@gmail.com,2007-06-21,Hai Phong,8.6,4.0,0.0,students_202601191651.txt,,4.2,Yếu
SV264,Tuan G Bui,bui.tuang.264@gmail.com,2006-08-09,Thanh Hoa,7.7,4.4,0.0,students_202601191651.txt,,4.03,Yếu
SV265,Tieu I Hoang,hoang.tieui.265@gmail.com,2003-07-26,Hai Phong,1.9,0.9,0.9,students_202601191651.txt,,1.23,Yếu
SV266,Minh E Bui,fake_email_266@not-exist-domain.com,2002-05-10,Ha Noi,1.8,5.3,7.4,students_202601191651.txt,,4.83,Yếu
SV267,Van A Trinh,fake_email_267@not-exist-domain.com,2003-09-11,Thanh Hoa,6.8,8.2,0.0,students_202601191651.txt,,5.0,Trung Bình
SV268,Minh E Dang,dang.minhe.268@gmail.com,2000-12-08,Son La,8.4,9.2,5.5,students_202601191651.txt,,7.7,Khá
SV269,Tieu I Trinh,fake_email_269@not-exist-domain.com,2000-02-27,Can Tho,0.5,5.6,0.0,students_202601191651.txt,,2.03,Yếu
SV270,Minh E Unknown,unknown.minhe.270@gmail.com,2007-12-27,Tp.Hcm,0.9,6.7,7.9,students_202601191651.txt,,5.17,Trung Bình
SV271,Van A Trinh,trinh.vana.271@gmail.com,2005-10-13,Tp.Hcm,3.5,1.9,2.6,students_202601191651.txt,,2.67,Yếu
SV272,Thi B Tieu,tieu.thib.272@gmail.com,2000-05-16,Ha Noi,9.8,1.4,9.5,students_202601191651.txt,,6.9,Khá
SV273,Minh E Nguyen,nguyen.minhe.273@gmail.com,2003-06-30,Nghe An,7.9,0.8,8.0,students_202601191651.txt,,5.57,Trung Bình
SV274,Tieu I Dang,fake_email_274@not-exist-domain.com,2000-01-20,Da Nang,5.6,8.4,5.1,students_202601191651.txt,,6.37,Trung Bình
SV275,Huu T Le,le.huut.275@gmail.com,2002-09-19,Ha Noi,4.7,7.6,6.4,students_202601191651.txt,,6.23,Trung Bình
SV276,Minh E Tran,tran.minhe.276@gmail.com,2003-08-14,Can Tho,5.5,0.2,2.4,students_202601191651.txt,,2.7,Yếu
SV277,Duc H Tran,fake_email_277@not-exist-domain.com,2003-05-14,Hai Phong,0.8,8.9,5.3,students_202601191651.txt,,5.0,Trung Bình
SV278,Huu T Unknown,unknown.huut.278@gmail.com,2007-09-16,Tp.Hcm,0.7,7.8,0.0,students_202601191651.txt,,2.83,Yếu
SV279,Thi B Trinh,fake_email_279@not-exist-domain.com,2002-02-21,N/A,6.3,0.4,0.0,students_202601191651.txt,,2.23,Yếu
SV280,Huu T Hoang,fake_email_280@not-exist-domain.com,2006-10-14,Da Nang,2.2,3.1,7.8,students_202601191651.txt,,4.37,Yếu
SV281,Tuan G Nguyen,nguyen.tuang.281@gmail.com,2005-10-05,Tp.Hcm,9.5,7.9,4.8,students_202601191651.txt,,7.4,Khá
SV282,Minh E Dinh,fake_email_282@not-exist-domain.com,2003-12-16,Can Tho,9.0,2.5,5.9,students_202601191651.txt,,5.8,Trung Bình
SV283,Duc H Le,fake_email_283@not-exist-domain.com,2002-02-22,Nghe An,5.2,9.1,8.7,students_202601191651.txt,,7.67,Khá
SV284,Duc H Dinh,dinh.duch.284@gmail.com,2003-02-01,N/A,3.9,2.6,8.7,students_202601191651.txt,,5.07,Trung Bình
SV285,Ngoc F Hoang,hoang.ngocf.285@gmail.com,2000-12-08,Tp.Hcm,1.6,7.3,4.4,students_202601191651.txt,,4.43,Yếu
SV286,Tieu I Dang,dang.tieui.286@gmail.com,2002-09-10,N/A,4.9,0.4,8.2,students_202601191651.txt,,4.5,Yếu
SV287,Van A Tran,fake_email_287@not-exist-domain.com,2006-11-15,Hai Phong,5.3,3.2,4.7,students_202601191651.txt,,4.4,Yếu
SV288,Thi D Le,le.thid.288@gmail.com,2005-01-05,Thanh Hoa,6.8,1.0,9.7,students_202601191651.txt,,5.83,Trung Bình
SV289,Thi D Pham,pham.thid.289@gmail.com,2004-07-07,Hai Phong,5.7,4.4,0.0,students_202601191651.txt,,3.37,Yếu
SV290,Thi D Dang,fake_email_290@not-exist-domain.com,2003-02-24,Ha Noi,2.0,5.4,7.4,students_202601191651.txt,,4.93,Yếu
SV291,Huu T Pham,pham.huut.291@gmail.com,2004-03-15,Nghe An,8.0,8.5,9.9,students_202601191651.txt,,8.8,Giỏi
SV292,Duc H Le,le.duch.292@gmail.com,2003-07-02,Can Tho,0.6,8.1,2.4,students_202601191651.txt,,3.7,Yếu
SV293,Huu T Dinh,dinh.huut.293@gmail.com,2002-03-10,Unknown,1.0,4.5,0.0,students_202601191651.txt,,1.83,Yếu
SV294,Duc H Tran,tran.duch.294@gmail.com,2007-11-04,Hai Phong,7.7,9.1,6.8,students_202601191651.txt,,7.87,Khá
SV295,Tuan G Tran,tran.tuang.295@gmail.com,2007-10-26,Unknown,7.0,2.0,5.8,students_202601191651.txt,,4.93,Yếu
SV296,Duc H Dinh,dinh.duch.296@gmail.com,2002-03-19,Tp.Hcm,8.4,1.9,1.4,students_202601191651.txt,,3.9,Yếu
SV297,Minh E Le,le.minhe.297@gmail.com,2000-12-17,N/A,6.4,6.6,1.8,students_202601191651.txt,,4.93,Yếu
SV298,Tuan G Pham,fake_email_298@not-exist-domain.com,2004-01-29,Ha Noi,9.6,4.3,0.4,students_202601191651.txt,,4.77,Yếu
SV299,Van A Trinh,trinh.vana.299@gmail.com,2000-04-25,Tp.Hcm,3.2,2.9,4.0,students_202601191651.txt,,3.37,Yếu
SV300,Tuan G Hoang,fake_email_300@not-exist-domain.com,2001-10-19,Son La,5.9,7.4,7.0,students_202601191651.txt,,6.77,Khá
SV301,Tieu I Trinh,trinh.tieui.301@gmail.com,2001-06-07,Ha Noi,2.7,4.4,8.8,students_202601191651.txt,,5.3,Trung Bình
SV302,Van A Trinh,trinh.vana.302@gmail.com,2004-12-20,Son La,8.6,5.1,0.0,students_202601191651.txt,,4.57,Yếu
SV303,Thi D Tran,fake_email_303@not-exist-domain.com,2005-06-07,Thanh Hoa,8.9,9.2,0.0,students_202601191651.txt,,6.03,Trung Bình
SV304,Huu T Pham,pham.huut.304@gmail.com,2005-06-28,Tp.Hcm,4.1,5.6,6.5,students_202601191651.txt,,5.4,Trung Bình
SV305,Minh E Pham,fake_email_305@not-exist-domain.com,2007-01-04,N/A,7.5,4.2,5.3,students_202601191651.txt,,5.67,Trung Bình
SV306,Thi D Le,le.thid.306@gmail.com,2002-10-24,Son La,8.7,8.2,8.2,students_202601191651.txt,,8.37,Giỏi
SV307,Tieu I Pham,pham.tieui.307@gmail.com,2002-06-04,Son La,8.7,9.3,0.0,students_202601191651.txt,,6.0,Trung Bình
SV308,Huu T Pham,fake_email_308@not-exist-domain.com,2002-08-18,Can Tho,6.7,9.8,2.4,students_202601191651.txt,,6.3,Trung Bình
SV309,Minh E Hoang,hoang.minhe.309@gmail.com,2005-07-09,Hai Phong,9.3,1.0,1.8,students_202601191651.txt,,4.03,Yếu
SV310,Tuan G Dinh,dinh.tuang.310@gmail.com,2001-01-02,Son La,0.9,4.5,8.1,students_202601191651.txt,,4.5,Yếu
SV311,Huu T Dang,dang.huut.311@gmail.com,2007-02-17,N/A,1.3,2.9,8.0,students_202601191651.txt,,4.07,Yếu
SV312,Van A Bui,bui.vana.312@gmail.com,2001-08-09,Da Nang,3.8,5.0,7.3,students_202601191651.txt,,5.37,Trung Bình
SV313,Tuan G Pham,fake_email_313@not-exist-domain.com,2003-03-03,Thanh Hoa,4.4,1.3,4.7,students_202601191651.txt,,3.47,Yếu
SV314,Thi B Bui,bui.thib.314@gmail.com,2003-01-30,Can Tho,7.3,8.9,0.0,students_202601191651.txt,,5.4,Trung Bình
SV315,Thi D Pham,fake_email_315@not-exist-domain.com,2002-02-15,Hai Phong,0.5,6.8,3.3,students_202601191651.txt,,3.53,Yếu
SV316,Minh E Vu,fake_email_316@not-exist-domain.com,2007-04-06,Hai Phong,7.2,3.0,3.8,students_202601191651.txt,,4.67,Yếu
SV317,Ngoc F Tran,tran.ngocf.317@gmail.com,2001-04-20,Unknown,9.3,8.6,2.8,students_202601191651.txt,,6.9,Khá
SV318,Huu T Tieu,tieu.huut.318@gmail.com,2002-07-23,Hai Phong,4.7,2.6,0.0,students_202601191651.txt,,2.43,Yếu
SV319,Tieu I Tran,tran.tieui.319@gmail.com,2000-08-23,Unknown,5.9,0.9,2.3,students_202601191651.txt,,3.03,Yếu
SV320,Tuan G Tran,tran.tuang.320@gmail.com,2002-08-25,Nghe An,2.4,7.9,9.3,students_202601191651.txt,,6.53,Khá
SV321,Tieu I Le,fake_email_321@not-exist-domain.com,2002-05-18,Hai Phong,0.1,7.4,1.3,students_202601191651.txt,,2.93,Yếu
SV322,Van A Unknown,fake_email_322@not-exist-domain.com,2006-09-19,Can Tho,5.9,9.1,2.4,students_202601191651.txt,,5.8,Trung Bình
SV323,Minh E Nguyen,nguyen.minhe.323@gmail.com,2007-06-16,Hai Phong,2.5,5.7,9.4,students_202601191651.txt,,5.87,Trung Bình
SV324,Thi D Tieu,tieu.thid.324@gmail.com,2006-12-11,Can Tho,9.6,3.4,5.4,students_202601191651.txt,,6.13,Trung Bình
SV325,Ngoc F Le,fake_email_325@not-exist-domain.com,2003-10-23,Son La,3.6,7.7,0.0,students_202601191651.txt,,3.77,Yếu
SV326,Tieu I Vu,vu.tieui.326@gmail.com,2001-03-02,Da Nang,3.8,7.4,0.0,students_202601191651.txt,,3.73,Yếu
SV327,Van A Tran,fake_email_327@not-exist-domain.com,2000-01-04,Ha Noi,8.8,4.6,4.4,students_202601191651.txt,,5.93,Trung Bình
SV328,Ngoc F Pham,pham.ngocf.328@gmail.com,2002-12-25,Da Nang,6.1,1.6,5.8,students_202601191651.txt,,4.5,Yếu
SV329,Thi D Tieu,tieu.thid.329@gmail.com,2003-03-04,Can Tho,5.8,7.1,2.2,students_202601191651.txt,,5.03,Trung Bình
SV330,Huu T Bui,bui.huut.330@gmail.com,2000-03-22,N/A,1.4,8.2,8.6,students_202601191651.txt,,6.07,Trung Bình
SV331,Van C Bui,bui.vanc.331@gmail.com,2006-05-17,Son La,4.5,1.4,2.9,students_202601191651.txt,,2.93,Yếu
SV332,Thi D Nguyen,fake_email_332@not-exist-domain.com,2000-05-23,Can Tho,0.7,5.6,9.8,students_202601191651.txt,,5.37,Trung Bình
SV333,Huu T Hoang,hoang.huut.333@gmail.com,2003-10-29,Ha Noi,4.4,2.5,4.4,students_202601191651.txt,,3.77,Yếu
SV334,Ngoc F Trinh,trinh.ngocf.334@gmail.com,2005-01-22,Can Tho,2.7,3.9,7.2,students_202601191651.txt,,4.6,Yếu
SV335,Tieu I Tieu,fake_email_335@not-exist-domain.com,2001-04-30,Hai Phong,6.7,7.2,4.4,students_202601191651.txt,,6.1,Trung Bình
SV336,Tuan G Le,le.tuang.336@gmail.com,2001-01-01,Hai Phong,3.9,0.6,5.9,students_202601191651.txt,,3.47,Yếu
SV337,Minh E Nguyen,nguyen.minhe.337@gmail.com,2000-10-08,Da Nang,9.2,4.2,0.2,students_202601191651.txt,,4.53,Yếu
SV338,Thi B Bui,bui.thib.338@gmail.com,2004-04-20,Da Nang,1.9,5.5,4.7,students_202601191651.txt,,4.03,Yếu
SV339,Duc H Dang,fake_email_339@not-exist-domain.com,2004-07-12,Nghe An,7.5,2.5,6.9,students_202601191651.txt,,5.63,Trung Bình
SV340,Tuan G Tran,tran.tuang.340@gmail.com,2000-01-13,Ha Noi,4.7,8.9,7.9,students_202601191651.txt,,7.17,Khá
SV341,Tieu I Dinh,fake_email_341@not-exist-domain.com,2005-03-31,N/A,9.6,2.5,0.0,students_202601191651.txt,,4.03,Yếu
SV342,Tieu I Trinh,trinh.tieui.342@gmail.com,2003-08-19,Hai Phong,6.1,8.5,0.0,students_202601191651.txt,,4.87,Yếu
SV343,Van C Pham,pham.vanc.343@gmail.com,2001-07-14,Ha Noi,1.2,8.1,7.6,students_202601191651.txt,,5.63,Trung Bình
SV344,Van A Bui,bui.vana.344@gmail.com,2002-08-13,Hai Phong,5.9,4.8,8.8,students_202601191651.txt,,6.5,Khá
SV345,Van A Tieu,tieu.vana.345@gmail.com,2006-12-04,Unknown,6.6,8.3,4.0,students_202601191651.txt,,6.3,Trung Bình
SV346,Huu T Bui,fake_email_346@not-exist-domain.com,2003-07-07,Nghe An,8.2,4.1,9.5,students_202601191651.txt,,7.27,Khá
SV347,Van A Dinh,fake_email_347@not-exist-domain.com,2001-06-18,Hai Phong,9.8,7.8,0.0,students_202601191651.txt,,5.87,Trung Bình
SV348,Duc H Le,le.duch.348@gmail.com,2002-02-10,Thanh Hoa,6.1,2.8,1.1,students_202601191651.txt,,3.33,Yếu
SV349,Thi B Dinh,dinh.thib.349@gmail.com,2004-08-07,Son La,9.5,5.4,0.0,students_202601191651.txt,,4.97,Yếu
SV350,Huu T Hoang,hoang.huut.350@gmail.com,2003-12-12,Nghe An,5.1,7.9,7.8,students_202601191651.txt,,6.93,Khá
SV351,Minh E Tieu,tieu.minhe.351@gmail.com,2002-07-12,Can Tho,8.7,6.2,8.0,students_202601191651.txt,,7.63,Khá
SV352,Van C Nguyen,fake_email_352@not-exist-domain.com,2005-07-11,Unknown,8.0,2.7,6.1,students_202601191651.txt,,5.6,Trung Bình
SV353,Thi D Vu,vu.thid.353@gmail.com,2006-04-09,Hai Phong,4.1,5.7,8.4,students_202601191651.txt,,6.07,Trung Bình
SV354,Thi B Unknown,fake_email_354@not-exist-domain.com,2007-10-07,Nghe An,0.7,2.3,0.0,students_202601191651.txt,,1.0,Yếu
SV355,Van C Pham,pham.vanc.355@gmail.com,2000-03-31,Hai Phong,5.5,2.2,2.3,students_202601191651.txt,,3.33,Yếu
SV356,Thi D Nguyen,nguyen.thid.356@gmail.com,2003-08-04,Tp.Hcm,4.4,8.9,1.1,students_202601191651.txt,,4.8,Yếu
SV357,Van C Unknown,unknown.vanc.357@gmail.com,2003-08-30,Da Nang,2.8,3.7,2.1,students_202601191651.txt,,2.87,Yếu
SV358,Huu T Unknown,unknown.huut.358@gmail.com,2003-12-25,Can Tho,1.2,1.7,9.3,students_202601191651.txt,,4.07,Yếu
SV359,Thi B Trinh,trinh.thib.359@gmail.com,2006-01-20,Hai Phong,2.1,9.9,4.4,students_202601191651.txt,,5.47,Trung Bình
SV360,Minh E Tran,fake_email_360@not-exist-domain.com,2006-03-21,Hai Phong,7.6,5.7,8.2,students_202601191651.txt,,7.17,Khá
SV361,Minh E Trinh,trinh.minhe.361@gmail.com,2001-12-21,Hai Phong,1.8,5.7,0.0,students_202601191651.txt,,2.5,Yếu
SV362,Van C Trinh,trinh.vanc.362@gmail.com,2000-05-26,Son La,9.7,4.3,0.2,students_202601191651.txt,,4.73,Yếu
SV363,Tieu I Bui,fake_email_363@not-exist-domain.com,2001-02-13,Hai Phong,0.5,6.9,2.4,students_202601191651.txt,,3.27,Yếu
SV364,Minh E Le,fake_email_364@not-exist-domain.com,2000-10-03,Tp.Hcm,0.6,4.0,5.8,students_202601191651.txt,,3.47,Yếu
SV365,Thi B Hoang,hoang.thib.365@gmail.com,2005-10-20,Hai Phong,5.9,8.4,3.2,students_202601191651.txt,,5.83,Trung Bình
SV366,Van A Bui,bui.vana.366@gmail.com,2006-12-20,Da Nang,5.9,6.1,3.8,students_202601191651.txt,,5.27,Trung Bình
SV367,Thi D Tieu,tieu.thid.367@gmail.com,2006-05-10,Son La,7.3,2.4,4.5,students_202601191651.txt,,4.73,Yếu
SV368,Thi B Le,le.thib.368@gmail.com,2007-11-22,Da Nang,2.8,9.8,3.7,students_202601191651.txt,,5.43,Trung Bình
SV369,Van C Tran,tran.vanc.369@gmail.com,2003-02-04,Hai Phong,9.2,5.1,6.7,students_202601191651.txt,,7.0,Khá
SV370,Tieu I Unknown,unknown.tieui.370@gmail.com,2005-03-28,Tp.Hcm,7.6,9.8,5.0,students_202601191651.txt,,7.47,Khá
SV371,Van A Tieu,tieu.vana.371@gmail.com,2000-05-31,Tp.Hcm,4.6,8.1,0.2,students_202601191651.txt,,4.3,Yếu
SV372,Tuan G Le,fake_email_372@not-exist-domain.com,2005-12-13,Tp.Hcm,4.7,5.5,0.2,students_202601191651.txt,,3.47,Yếu
SV373,Minh E Le,fake_email_373@not-exist-domain.com,2005-09-06,N/A,8.4,5.7,8.1,students_202601191651.txt,,7.4,Khá
SV374,Thi D Trinh,fake_email_374@not-exist-domain.com,2007-03-13,Unknown,6.0,3.7,0.0,students_202601191651.txt,,3.23,Yếu
